"X"	"Y"	"maxTwarmest.baseline"	"maxTwarmest.2050"
10.083	45.583	22.6	27.5
10.083	45.75	20.7	25.4
10.083	45.917	16.9	21.5
10.083	46.083	13.2	17.7
10.083	46.25	13.5	17.8
10.083	46.417	8.2	12.3
10.083	46.583	8.3	12.1
10.083	46.75	8.5	12
10.083	46.917	8.6	12
10.083	47.083	10.5	13.6
10.083	47.25	11.5	14.5
10.083	47.417	14.1	16.9
10.083	47.583	16.3	18.8
10.083	47.75	17	19.5
10.083	47.917	17.5	19.9
10.083	48.083	17.7	20.2
10.083	48.25	17.8	20.4
10.083	48.417	17.8	20.4
10.083	48.583	17.1	19.8
10.083	48.75	16.7	19.4
10.083	48.917	17.1	19.8
10.083	49.083	17.2	19.8
10.083	49.25	17.3	19.8
10.083	49.417	17.4	19.9
10.083	49.583	18.1	20.7
10.083	49.75	18.3	20.9
10.083	49.917	18.1	20.8
10.083	50.083	17.9	20.6
10.083	50.25	17.7	20.4
10.083	50.417	16.6	19.2
10.083	50.583	16	18.6
10.083	50.75	16.8	19.5
10.083	50.917	17.7	20.3
10.083	51.083	17.1	19.7
10.083	51.25	17.2	19.7
10.083	51.417	17.2	19.7
10.083	51.583	17.5	20
10.083	51.75	17.6	20.1
10.083	51.917	17.4	20
10.083	52.083	17.6	20.3
10.083	52.25	17.8	20.6
10.083	52.417	17.9	20.6
10.083	52.583	17.8	20.6
10.083	52.75	17.5	20.3
10.083	52.917	17.4	20.2
10.083	53.083	17.2	20
10.083	53.25	17.2	20.1
10.083	53.417	17.5	20.3
10.083	53.583	17.3	20.1
10.083	53.75	17.2	19.9
10.083	53.917	17	19.8
10.083	54.083	16.9	19.7
10.083	54.25	16.9	19.6
10.083	54.417	16.9	19.6
10.083	55.25	16.1	19
10.083	55.417	16.1	18.9
10.083	55.583	16.2	18.9
10.083	55.917	16	18.6
10.083	56.083	15.9	18.5
10.083	56.25	15.9	18.4
10.083	56.417	16	18.5
10.083	56.583	16	18.5
10.083	56.75	16.1	18.5
10.083	56.917	16.2	18.6
10.083	57.083	16.2	18.7
10.083	57.25	16.1	18.5
10.083	57.417	16.2	18.5
10.083	57.583	16.2	18.6
10.083	59.083	16.5	18.9
10.083	59.25	16.2	18.6
10.083	59.417	16	18.3
10.083	59.583	15.6	17.9
10.083	59.75	15.2	17.4
10.083	59.917	14.1	16.3
10.083	60.083	15.9	18.2
10.083	60.25	15	17.3
10.083	60.417	14.5	16.8
10.083	60.583	13.8	16.1
10.083	60.75	13.3	15.6
10.083	60.917	13.3	15.6
10.083	61.083	11.6	14
10.083	61.25	12.3	14.6
10.083	61.417	10.9	13.2
10.083	61.583	11.8	14.1
10.083	61.75	9.3	11.5
10.083	61.917	9.4	11.6
10.083	62.083	10.1	12.3
10.083	62.25	9.2	11.2
10.083	62.417	8.8	10.8
10.083	62.583	9.6	11.6
10.083	62.75	10.8	12.9
10.083	62.917	11.1	13.2
10.083	63.083	11.8	13.9
10.083	63.25	12.7	14.8
10.083	63.417	13.2	15.3
10.083	63.583	12.6	14.7
10.083	63.75	12.3	14.2
10.083	63.917	12.3	14.2
10.083	64.083	12.4	14.1
10.25	42.75	23.9	28.1
10.25	43.583	23.7	28.2
10.25	43.75	23.7	28.2
10.25	43.917	23	27.7
10.25	44.083	19.1	24
10.25	44.25	18.1	23
10.25	44.417	19	24
10.25	44.583	21.1	26.3
10.25	44.75	23.1	28.3
10.25	44.917	23.6	28.7
10.25	45.083	23.6	28.6
10.25	45.25	23.6	28.6
10.25	45.417	23.5	28.3
10.25	45.583	21.6	26.4
10.25	45.75	18.1	22.8
10.25	45.917	17.5	22
10.25	46.083	13.8	18.2
10.25	46.25	14.4	18.7
10.25	46.417	8.9	13
10.25	46.583	8.7	12.5
10.25	46.75	9.4	13
10.25	46.917	7.7	11
10.25	47.083	8.8	12
10.25	47.25	10.9	13.9
10.25	47.417	15.2	18
10.25	47.583	16.6	19.1
10.25	47.75	16.9	19.3
10.25	47.917	17.3	19.7
10.25	48.083	17.6	20
10.25	48.25	17.9	20.3
10.25	48.417	17.9	20.4
10.25	48.583	17.6	20.1
10.25	48.75	16.8	19.4
10.25	48.917	16.9	19.5
10.25	49.083	17.1	19.7
10.25	49.25	17.2	19.7
10.25	49.417	17.5	20
10.25	49.583	17.9	20.5
10.25	49.75	18.4	21
10.25	49.917	18.3	21
10.25	50.083	17.9	20.6
10.25	50.25	17.8	20.4
10.25	50.417	17.5	20.1
10.25	50.583	16.6	19.3
10.25	50.75	17.1	19.7
10.25	50.917	17.3	19.8
10.25	51.083	17.4	20
10.25	51.25	16.6	19.1
10.25	51.417	17	19.4
10.25	51.583	17.7	20.2
10.25	51.75	16.8	19.3
10.25	51.917	16.8	19.3
10.25	52.083	17.7	20.3
10.25	52.25	17.9	20.6
10.25	52.417	17.9	20.6
10.25	52.583	17.8	20.6
10.25	52.75	17.5	20.3
10.25	52.917	17.3	20.1
10.25	53.083	17.3	20
10.25	53.25	17.5	20.2
10.25	53.417	17.5	20.3
10.25	53.583	17.2	20
10.25	53.75	17.1	19.9
10.25	53.917	17	19.8
10.25	54.083	16.9	19.6
10.25	54.25	16.9	19.6
10.25	54.417	16.9	19.7
10.25	55.083	16.5	19.2
10.25	55.25	16.3	19.1
10.25	55.417	16.3	18.9
10.25	55.583	16.2	18.9
10.25	55.917	16.2	18.8
10.25	56.083	16.1	18.7
10.25	56.25	16	18.5
10.25	56.417	16.1	18.5
10.25	56.583	16.2	18.6
10.25	56.75	16.2	18.7
10.25	56.917	16.3	18.7
10.25	57.083	16.3	18.7
10.25	57.25	16.1	18.5
10.25	57.417	16.1	18.5
10.25	57.583	16.2	18.6
10.25	59.083	16.7	19.2
10.25	59.25	16.6	19
10.25	59.417	16.6	18.9
10.25	59.583	16.4	18.7
10.25	59.75	16.3	18.6
10.25	59.917	15.5	17.7
10.25	60.083	16.2	18.4
10.25	60.25	15.2	17.5
10.25	60.417	14.3	16.5
10.25	60.583	14.6	16.9
10.25	60.75	14.2	16.5
10.25	60.917	12.9	15.2
10.25	61.083	12.5	14.8
10.25	61.25	13.1	15.4
10.25	61.417	12.3	14.6
10.25	61.583	10.6	12.8
10.25	61.75	9.6	11.9
10.25	61.917	9.7	11.9
10.25	62.083	9.8	12
10.25	62.25	9.6	11.7
